t1;t2;t3;Tavg;h1;h2;h3;Havg;Status
31;31;33;31.67;15;15;14;14.67;Heating
32;31;33;32.00;15;15;14;14.67;Heating
32;31;34;32.33;15;15;14;14.67;Heating
32;32;34;32.67;15;15;14;14.67;Heating
32;32;34;32.67;15;15;14;14.67;Heating
32;32;34;32.67;15;15;14;14.67;Heating
33;32;34;33.00;14;15;14;14.33;Heating
33;32;35;33.33;14;15;13;14.00;Heating
33;33;35;33.67;14;14;13;13.67;Heating
33;33;35;33.67;14;14;13;13.67;Heating
33;33;35;33.67;14;14;13;13.67;Heating
33;33;35;33.67;14;14;13;13.67;Heating
34;33;36;34.33;14;14;13;13.67;Heating
34;34;36;34.67;14;14;13;13.67;Heating
34;34;36;34.67;14;14;13;13.67;Heating
34;34;36;34.67;14;14;13;13.67;Heating
34;34;36;34.67;14;14;13;13.67;Heating
35;34;36;35.00;13;14;13;13.33;Idle
35;34;37;35.33;13;14;13;13.33;Cooling
35;35;37;35.67;13;13;13;13.00;Cooling
35;35;37;35.67;13;13;13;13.00;Cooling
35;35;38;36.00;13;13;12;12.67;Cooling
35;35;38;36.00;13;13;12;12.67;Cooling
36;35;38;36.33;13;13;12;12.67;Cooling
36;35;38;36.33;13;13;12;12.67;Cooling
36;35;38;36.33;13;13;12;12.67;Cooling
36;35;38;36.33;13;13;12;12.67;Cooling
36;36;38;36.67;13;13;12;12.67;Cooling
36;36;38;36.67;13;13;12;12.67;Cooling
36;36;38;36.67;13;13;12;12.67;Cooling
36;36;38;36.67;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;38;37.00;13;13;12;12.67;Cooling
37;36;37;36.67;13;13;13;13.00;Cooling
37;36;37;36.67;13;13;13;13.00;Cooling
37;36;37;36.67;13;13;13;13.00;Cooling
37;36;37;36.67;13;13;13;13.00;Cooling
37;36;36;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;35;35.67;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;35;36;35.67;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;35;35.00;13;13;13;13.00;Idle
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;35;35.67;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;35;35.00;13;13;13;13.00;Idle
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;36;35.67;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;35;35.67;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;35;35.00;13;13;13;13.00;Idle
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;35;35.00;13;13;13;13.00;Idle
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;35;35.67;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;35;34.33;14;14;13;13.67;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;34;35;34.67;13;14;13;13.33;Heating
35;35;35;35.00;13;13;13;13.00;Idle
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
35;35;36;35.33;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;35;37;36.00;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;37;36.33;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;36;36.00;13;13;13;13.00;Cooling
36;36;35;35.67;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
36;35;35;35.33;13;13;13;13.00;Cooling
35;35;35;35.00;13;13;13;13.00;Idle
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;35;34;34.67;13;13;14;13.33;Heating
35;34;34;34.33;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
35;34;33;34.00;13;14;14;13.67;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;33;33.67;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
34;34;34;34.00;14;14;14;14.00;Heating
